,index,Book,Author,Image,Year,Description,Buy,Topics,Value
9776,344,Indigo,Beverly Jenkins,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1539072697l/347339._SY475_.jpg,2000,"As a child Hester Wyatt escaped slavery, but now the dark skinned beauty is a dedicated member of Michigan's Underground railroad, offering other runaways a chance at the freedom she has learned to love. When one of her fellow conductors brings her an injured man to hide, Hester doesn't hesitate even after she is told about the price on his head. The man in question is the great conductor known as the ""Black Daniel"" a vital member of the north's Underground railroad network, but Hester finds him so rude and arrogant, she begins to question her vow to hide him.

When the injured and beaten Galen Vachon, aka, the Black Daniel awakens in Hester's cellar, he is unprepared for the feisty young conductor providing his care. As a member of one of the wealthiest free Black families in New Orleans, Galen has turned his back on the lavish living he is accustomed to in order to provide freedom to those enslaved in the south. However, as he heals he cannot turn his back on Hester Wyatt. Her innocence fills him like a breath of fresh air and he is determined to make her his, but traitors have to be found, slave catchers have to be routed and Hester's refusal to trust her own heart have to be overcome before she and Galen can find the freedom only love can bring.",https://www.goodreads.com/book/show/347339.Indigo?from_search=true&from_srp=true&qid=1LFLxMdJsv&rank=1,Royalty Romance,1
9780,348,Hearts on Hold: A Librarian Romance,Charish Reid,https://m.media-amazon.com/images/I/51hx+hgiQiL.jpg,2020,"Professor Victoria Reese knows an uphill battle when she sees one. Convincing her narrow-minded colleagues at the elite Pembroke University to back a partnership with the local library is a fight she saw coming and already has a plan for. What she didn't see coming? The wildly hot librarian who makes it clear books aren't the only thing he'd like to handle.

When a tightly wound, sexy-as-hell professor proposes a partnership between his library and her university, children's department head John Donovan is all for it. He knows his tattoos and easygoing attitude aren't quite what she expected, but the unmistakable heat between them is difficult to resist.

And then there's the intriguing late fee on her record. For the Duke's Convenience... A late fee and a sexy romance novel? There's more to Dr. Reese than she's letting on.

John might like to tease her about her late fee, but when he teases her in other ways, Victoria is helpless to resist. Mixing business with pleasure--and oh, it is pleasure--always comes with risks, but maybe a little casual fun between the sheets is just what Victoria needs.",https://www.amazon.com/Hearts-Hold-Librarian-Charish-Reid-ebook/dp/B07WN8XQ4C/ref=sr_1_1?dchild=1&keywords=Charish+Reid+Hearts+on+hold&qid=1615946203&s=digital-text&sr=1-1,Royalty Romance,1
9783,351,Unmasked Heart: A Regency Romance,Vanessa Riley,https://m.media-amazon.com/images/I/51tWFu1I9sL._SY346_.jpg,2015,"Shy, nearsighted caregiver, Gaia Telfair always wondered why her father treated her a little differently than her siblings. She never guessed she couldn't claim his love because of a family secret, her illicit birth. With everything she knows to be true evaporating before her spectacles, can the mulatto passing for white survive being exposed and shunned by the powerful duke who has taken an interest in her?


Ex-warrior, William St. Landon, the Duke of Cheshire, will do anything to protect his mute daughter from his late wife's scandals. With a blackmailer at large, hiding in a small village near the cliffs of Devonshire seems the best option, particularly since he can gain help from the talented Miss Telfair, who has the ability to help children learn to speak. If only he could do a better job at shielding his heart from the young lady whose honest hazel eyes see through his jests as her tender lips challenge his desire to remain a single man.


Unmasked Heart is the first Challenge of the Soul Regency Romance novel.",https://www.amazon.com/Unmasked-Heart-Regency-Romance-Challenge-ebook/dp/B00WDR6C7S/ref=sr_1_1?dchild=1&keywords=Vanessa+Riley+Unmasked+Heart&qid=1615957250&sr=8-1,Royalty Romance,1
9789,357,The Ugly Girlfriend,Latrivia Nelson,https://m.media-amazon.com/images/I/51wWdN6RkpL._SX260_.jpg,2010,"LaToya Jenkins is the quintessential woman: smart, successful, grounded and determined. She only has one problem socially - she's overweight. As the 'big one' of her girlfriends, she often faces rejection from the men of their social circle because of her size and/or her dark skin. And due to a painful past relationship, she gives up on love completely until, she takes on Mitchell 'Mitch' O'Keefe as a new client.

The Irish born architect needs a professional cleaning service to help him literally clean up his life after a nasty divorce, but he winds up finding a true friend in LaToya, the owner of It's An Honor Cleaning Service.

While LaToya is handicapped emotionally by her baggage, Mitch thinks she's the strongest woman he's ever seen and a breath of fresh air in his hectic life. His only goal is to prove to her that his interest in her is more than lust sparked by curiosity.

Read the story of two beautiful people in totally opposite ways who help each other see that beauty is not skin deep but soul deep in the first book of Latrivia S. Nelson's Lonely Heart Series, The Ugly Girlfriend.",https://www.amazon.com/Ugly-Girlfriend-Lonely-Heart-Book-ebook/dp/B004GKMZ80/ref=sr_1_1?dchild=1&keywords=Latrivia+Nelson+The+ugly+girlfriend&qid=1616006201&s=digital-text&sr=1-1,Royalty Romance,1
9840,15,A Marriage Worth Saving,Therese Beharrie,https://m.media-amazon.com/images/I/81stHGenlFL._AC_UY218_.jpg,2017,"Never too late... Once, Mila Thomas had love, marriage and the promise of the family she'd always longed for, until tragedy struck. Now, with the ink still drying on her divorce papers, no matter how painful it is, it's time to move on... To begin again? Leaving Mila was the hardest thing Jordan's ever had to do. However, when fate brings them back together, he's reminded of what drew him to his beautiful wife in the first place, and he wonders if it's ever too late to try again?",https://www.amazon.com/Marriage-Worth-Saving-Harlequin-Romance-ebook/dp/B01MTMU9DJ/ref=sr_1_1?dchild=1&keywords=A+Marriage+Worth+Saving+Therese+Beharrie&qid=1615771312&s=books&sr=1-1,Performance/Audience,1
9843,18,King's Promise,Adrianne Byrd,https://m.media-amazon.com/images/I/513jNJ9q8EL._AC_UY218_.jpg,2011,"The sexy King brothers own a successful bachelor-party-planning business and a string of upscale clubs across the country. What could be better than living the single life in some of the world's most glamorous cities? Finding a woman worth giving it up for... A promise of ecstasy... Bartender Cheryl Shepherd has just done the unthinkableshe has shot down Xavier King. Repeatedly. Now the handsome club owner is on a mission to seduce her. And when he finally succeeds, he's blown away by their wild chemistry. For a notorious player, a sexy, confident woman like Cheryl is a risky proposition. Xavier has no idea how right he is. An undercover cop, Cheryl is really investigating alleged criminal activity in his club. Yet every time she's alone with her boss, Cheryl starts to lose her head along with all her inhibitions. But when the case grows dangerous, can Xavier be trusted with her heart...and her life?",https://www.amazon.com/Kings-Promise-House-Adrianne-Byrd-ebook/dp/B004Z2I54C/ref=sr_1_2?dchild=1&keywords=King%27s+Promise+Adrianne+Byrd&qid=1615771502&s=books&sr=1-2,Performance/Audience,1
9848,23,Places in My Heart,Sheryl Lister,https://m.media-amazon.com/images/I/91Q9DyRfekL._AC_UY218_.jpg,2016,"He's got all the right moves
 
 Omar Drummond is a pro football superstar with a body that's a pure work of art. But Morgan Gray is forbidden to act on their chemistry, or repeat their impulsive kiss. Proving her worth as a sports agent means securing the notorious celebrity as a client, not a lover. Yet between flowers, sweet notes and heady hotel interludes, Omar is shamelessly seducing her...
 
 Other agentsand exeshave tried using Omar as a meal ticket, and he's closed himself off from emotional entanglements. With Morgan, it's a whole new playbook. Smart and tough, she can negotiate a contract and turn him on all in one go, and he craves more. But in matters of trust, he's just fumbled badly. To win her, he has to show her the man he can be away from the pitch and the limelight, and hope that this time they're both playing for keeps.",https://www.amazon.com/Places-Heart-Grays-Angeles-Book-ebook/dp/B01BBWA00K/ref=sr_1_1?dchild=1&keywords=Places+in+My+Heart+Sheryl+Lister&qid=1615771802&s=books&sr=1-1,Performance/Audience,1
9857,32,Let Me Love You,Alexandria House,https://m.media-amazon.com/images/I/81gVtyMBX2L._AC_UY218_.jpg,2018,"Trying to put past hurts behind you is hard when your ex is a fool, but buoyed by child support and alimony, Jo Walker is moving forward with her life, pursuing a career, raising her little girl, and trying to live in peace. She believes she has all the bases covered in her world. But what about her heart?
 
 Rap legend Everett ""Big South"" McClain is divorced, too, knows all about failed relationships, and has relegated his love life to casual connections rather than pursuing something real. That is, until he lays eyes on Jo.
 
 She's exactly what he never knew he needed.
 
 He's what's been missing from her world.
 
 Will she accept what he has to offer and let him love her?
 
 ***This novel contains profanity and sexual content. If you do not like those elements in your romantic reads, this is not the book for you***",https://www.amazon.com/Let-Love-McClain-Brothers-Book-ebook/dp/B079N5T99H/ref=sr_1_1?dchild=1&keywords=Let+Me+Love+You+Alexandria+House&qid=1615772994&s=books&sr=1-1,Performance/Audience,1
9860,35,The Millionaire Redemption,Therese Beharrie,https://m.media-amazon.com/images/I/81euDK4EIPL._AC_UY218_.jpg,2017,"A proposal of convenience!
 
 Jacques Brookes wants the world to see the real him the man behind the headlines. When he catches the eye of beautiful Lily Newman, he knows she could be just the woman to help him...
 
 Jacques screams troubleLily's already had her heart broken by her cheating ex-fianc. But by pretending to be Jacques s girlfriend she may be the only person who can help him on his journey to redemption. And he could be just what Lily needs to believe in love again!",https://www.amazon.com/Millionaires-Redemption-Therese-Beharrie-ebook/dp/B01N6Z6PQA/ref=sr_1_1?dchild=1&keywords=The+Millionaire+Redemption+Therese+Beharrie&qid=1615773217&s=books&sr=1-1,Performance/Audience,1
9864,39,The Bashful Bride,Vanessa Riley,https://m.media-amazon.com/images/I/810wB0O+-ZL._AC_UY218_.jpg,2018,"A friend's newspaper advertisement for a groom nets the most famous actor in London, Arthur Bex. Shy heiress Ester Croome proposes to elope with the handsome man, who she's secretly loved for two years, in order to escape an impending engagement arranged by her overbearing family.
 Trying to outlive the shadow of his villainous uncle, Bex needs to marry quickly--to a woman of good character. And smart, beautiful Ester fits the bill. But a harrowing trip to Gretna Green and dangerous abolition rallies prove to be a more treacherous stage than either imagined. Infatuation and a mutual love for Shakespeare might not be enough to bind a couple looking to outrun the chains and secrets of family and the past.",https://www.amazon.com/Bashful-Bride-Advertisements-Love-Book-ebook/dp/B07CG5YTYC/ref=sr_1_1?dchild=1&keywords=The+Bashful+Bride+Vanessa+Riley&qid=1615773570&s=books&sr=1-1,Performance/Audience,1
9868,43,Black Dahlia,Tiffany Patterson,https://m.media-amazon.com/images/I/91xS4ua0HNL._AC_UY218_.jpg,2015,"A year and a half ago, Mercedes Holmes and Raul Santiago shared an explosive encounter that ended abruptly. Since then, Mercedes has gone out of her way to keep both her emotional and physical distance from the sexy and charming Brazilian. Now, however, the full-time assistant principal and part-time burlesque dancer finds herself in need of Raul's security services.
 
 Raul Santiago is the consummate ladies' man. He's wealthy, sexy-as-sin, and just dangerous enough to put himself between the woman he's had his eye on for more than a year and the stranger stalking her. When Raul finds himself not only offering Mercedes his professional services, but opening up his home to her, the undeniable chemistry between the two becomes irresistible. Over the course of one busy, burlesque performance-filled summer, Raul fights to break down Mercedes' emotional walls, and stop whoever it is that is threatening Mercedes' life.",https://www.amazon.com/Black-Dahlia-Book-Burlesque-ebook/dp/B014RM9CU0/ref=sr_1_1?dchild=1&keywords=Black+Dahlia+Tiffany+Patterson&qid=1615774420&s=books&sr=1-1,Performance/Audience,1
9886,61,Stay With Me,Alexandria House,https://m.media-amazon.com/images/I/81Cugx69xQL._AC_UY218_.jpg,2017,"Twice unlucky in love, natural hair vlogger, Angela Strickland, has settled into a life centered around avoiding men and relationships like the plague. Unwilling to risk another broken heart, she resigns herself to being a perpetually single woman.
 
 Corporate man and self-professed womanizer, Ryan Boy, doesn't believe in relationships or love and thinks anyone who does is a fool. But there's just something about Angela Strickland he can't shake...
 
 When these two cross paths, their attraction to one another is undeniable. Will they find that the love they've both evaded is exactly what they both need?",https://www.amazon.com/Stay-Me-Strickland-Sisters-Book-ebook/dp/B072FGX91V/ref=sr_1_1?dchild=1&keywords=Stay+With+Me+Alexandria+House&qid=1615776028&s=books&sr=1-1,Performance/Audience,1
9888,63,Burning Desire,Kayla Perrin,https://m.media-amazon.com/images/I/81iRccqWT6L._AC_UY218_.jpg,2014,"Their passion's rising...
 
 Ever since the tragedy that tore through his life, Mason Foley guards his heart, never letting any woman get too close. Yet the gorgeous, independent Sabrina Crawford is perfect for a sizzling fling, even if she does seem resistant to his charms. He'll just have to turn up the heat, igniting a longing the hard-to-get wedding photographer can't resist.
 
 Once burned is enough for Sabrina to swear off a man's touch forever. But it's impossible to ignore the hunky San Diego firefighter who's making her temperature soar. And when Mason puts his life on the line to save hers, Sabrina knows she's found her ultimate hero. If she gives in, though, is she headed down the road to heartbreak once again? Or will she find a love to keep her soul ablaze forever?",https://www.amazon.com/dp/B00HAZ5DVO/ref=dp-kindle-redirect?_encoding=UTF8&btkr=1,Performance/Audience,1
9889,64,This Tender Melody,Kianna Alexander,https://m.media-amazon.com/images/I/91oII73ILuL._AC_UY218_.jpg,2015,"Rivals--in perfect harmony...
 
 The only thing standing between Eve Franklin and her dream is over six feet of pure, arrogant alpha male. Eve has spent years preparing to take the reins of her family's software business. Now that her father is stepping down, he's putting someone else in charge--a gorgeous tech magnate who's not content with just taking Eve's place in the boardroom. He plans to woo her into his bedroom, as well!
 
 Software genius, talented musician and independently wealthy at thirty-six--Darius Winstead has always known how to get what he wants. And he wants Eve. But she is a challenge unlike any other. She's sophisticated, smart and not the least bit intimidated by his success. So Darius starts to reveal all aspects of his life and invites Eve to see the man behind the millionaire. Will it be enough to make Eve listen to her heart and trust her former enemy?",https://www.amazon.com/This-Tender-Melody-Gentlemen-Queen-ebook/dp/B00TE3TF7I/ref=sr_1_1?dchild=1&keywords=This+Tender+Melody+Kianna+Alexander&qid=1615776230&s=digital-text&sr=1-1,Performance/Audience,1
9890,65,Tempo of Love,Kianna Alexander,https://m.media-amazon.com/images/I/910pF4xin4L._AC_UY218_.jpg,2017,"The beat of attraction
 
 It's the opportunity of her career, a story that may save Nona Gregory's job at one of North Carolina's most respected papers and put the ambitious reporter on the map. All she has to do is get reserved architect Ken Yamada to open up about what inspires his unique art. But soon Nona finds herself beginning to fall for the part-time musician who plays the drums with a beat so dangerously in sync with her heart.
 
 Fiercely protective of his scandalous past, Ken is surprised that Nona's in-depth profile starts to uncover the real man behind his legend. Nona shares a love of music and a passion so deep that Ken doesn't want to believe that she could betray his trust. The scoop of a lifetime would expose a family secret that might destroy his career while making Nona's. Is she willing to sacrifice their chance for a future in perfect harmony?",https://www.amazon.com/Tempo-Love-Gentlemen-Queen-City-ebook/dp/B01LLPI3VA/ref=sr_1_2?dchild=1&keywords=Tempo+of+Love+Kianna+Alexander&qid=1615776295&s=digital-text&sr=1-2,Performance/Audience,1
9893,68,Made to Love,Alexandria House,https://m.media-amazon.com/images/I/A1nBsFNC4RL._AC_UY218_.jpg,2017,"A year after a messy break-up with her stripper ex-boyfriend, seamstress, Trevia McCall, is still feeling the after-effects of his betrayal... and their mind-numbing sex life. She's done with him, but her subconscious mind and body haven't gotten the memo.
 
 Spoken word artist, Nyles Adams, is the kind of man Trevia loves to love--handsome, talented, and cocky as hell. But as far as she's concerned, he's everything she wants and nothing that she needs.
 
 Could it be possible that Trevia and Nyles were made to love each other?",https://www.amazon.com/Made-Love-After-Book-ebook/dp/B01N16TP7O/ref=sr_1_2?dchild=1&keywords=Made+to+Love+Alexandria+House&qid=1615776456&s=digital-text&sr=1-2,Performance/Audience,1
9921,96,Love for All Time,Kianna Alexander,https://m.media-amazon.com/images/I/41qm5pDe8rL._SY346_.jpg,2018,"The TV star he admired from a distance--
 
 just descended on his beach town...
 
 Sapphire Shores is rolling out the red carpet for Sierra Dandridge, aka the Ice Queen. But real estate scion Campbell Monroe finds nothing cold about the worldly beauty. Their sizzling desire culminates in an intimate affair neither wants to end. Until a younger actress's vicious social media campaign threatens Sierra's career, and her life...",https://www.amazon.com/Love-Time-Sapphire-Shores-Book-ebook/dp/B0778VS9JY/ref=sr_1_1?dchild=1&keywords=Love+for+all+time+Kianna+Alexander&qid=1615777983&s=digital-text&sr=1-1,Performance/Audience,1
9928,103,I Think I Might Need You,Christina C. Jones,https://m.media-amazon.com/images/I/51KgPZuX0vL.jpg,2019,"Joia Love is all about... well, Joia. Her primary interests right now are how creative she can get with her video camera, how much weight she can bench press, and her social media brand.
 
 A man doesn't even factor into her top five.
 
 Especially not Theodore Graham, the ex-boyfriend committed to becoming her next boyfriend. Teddy's charm and funny demeanor aren't limited to his videos, and he's fully prepared to pull out all the stops to rekindle their college romance.
 
 In the midst of a shocking revelation, Joia is just trying to process it all, while Teddy is trying to secure his place at her side.
 
 She may not want a replay with Teddy, but as it turns out... she might need him after all.",https://www.amazon.com/Think-Might-Need-Love-Sisters-ebook/dp/B07SLGYW95/ref=sr_1_1?dchild=1&keywords=I+Think+I+Might+Need+You+Christina+C+Jones&qid=1615778693&s=digital-text&sr=1-1,Performance/Audience,1
9930,105,Two to Tango,Yahrah St. John,https://m.media-amazon.com/images/I/41ptXZJwdrL._SY346_.jpg,2011,"The sky's the limit for Dante Moore. Thanks to a rave review from a top food critic, the New York restaurateur is poised to become the city's next big celebrity chef. Then he finds out who the reviewer is. Adrianna Wright, the beautiful, loving woman who shared his bed and made him believe in happy endings... right before she up and vanished from his life.

Adrianna believed her passionate romance with Dante would last forever--that she'd finally found her soul mate. Her heart broke when her scandalous secret forced her to leave the man she loved. Now, with things heating up between them once again, Adrianna isn't ready to sit this one out. It's time to show Dante that business and pleasure can mix, and that passion's even hotter the second time around.",https://www.amazon.com/Two-Tango-Kimani-Romance-Year-ebook/dp/B004GEAEYS/ref=sr_1_1?dchild=1&keywords=Yahrah+St.+John+Two+to+Tango&qid=1616024022&sr=8-1,Performance/Audience,1
9931,106,The Way You Love Me,Elle Wright,https://m.media-amazon.com/images/I/41WkK5GbV2L._SY346_.jpg,2021,"Superstar actress Paige Mills is America's Sweetheart. But with a shocking divorce, she's burning her powerful husband's house of lies right down to the ground. Reeling from ugly revelations and unable to trust anyone, she takes refuge way off the celebrity grid in her family's remote Michigan lake house. But the brilliant agent who helped shape her success won't give up his client--or his long-simmering passion for her--without a fight...

Andrew Weathers can't let the gifted, caring woman he's always loved wreck her career. And at first, he just wants to help her hope again. But soon their professional chemistry turns into days and nights of no-holds-barred desire--and a resulting publicity firestorm. Now, between hard choices and potentially career-ending consequences, can Paige and Drew risk a seemingly impossible happy ending?",https://www.amazon.com/Way-Love-Pure-Talent-Book-ebook/dp/B089N5CPH2/ref=sr_1_5?dchild=1&keywords=Elle+Wright+The+Way+You+Love+Me&qid=1616021878&sr=8-5,Performance/Audience,1
9932,107,Secret Vows,Rochelle Alers,https://m.media-amazon.com/images/I/51yI+XfjJAL.jpg,2013,"A Hideaway Wedding Wager

Twins Ana and Jason and their cousin Nicholas are successful thirty somethings who are single--and loving it. They have no idea that their relatives are betting on which one of them will get married first. But by the family's New Year's Eve reunion, will all three have learned what it means to be really lucky--in love?

In too deep...

Music is Jason Cole's first love, and so far, no woman has ever come close. He's happiest writing and recording at his Oregon mountain retreat. Plus, the gorgeous new waitress at the local restaurant is another reason to enjoy spending time in the small, remote town--especially once he hears her sing...

Though she's flattered when Jason offers her a recording contract, Greer Evans says no. She can't reveal the truth--that she's there on a dangerous secret assignment. But as their flirty friendship turns intimate, everything is on the line-- Greer's career, their safety and the yearning passion that could put both their lives at risk...",https://www.amazon.com/Secret-Vows-Hideaway-Legacy-Book-ebook/dp/B00BK0RIHW/ref=sr_1_1?dchild=1&keywords=Rochelle+Alers+Secret+Vows&qid=1616028842&sr=8-1,Performance/Audience,1
9939,114,Delicious Destiny,Yahrah St. John,https://m.media-amazon.com/images/I/51bXQ5Vn8KL.jpg,2013,"Sweet secrets...

It has been almost five years since Shari Drayson graduated college--almost five years since she had her heart broken. Now the only man in her life is her cherished son, Andre. But her life is full, and her family's bakery is about to appear in a baking competition on national TV. Who needs love when you've got pastries?

Sweetest seduction...

When Grant Robinson finally tracks Shari down in Chicago, he expects she will still be beautiful. He expects she will still be smart. What he doesn't expect is her four-year-old son--who looks exactly like him. The wealthy restaurateur is stunned, and his anger wars with passion for the woman he has never truly forgotten. Determined to claim what is his, Grant insists they marry at once. But his bride soon realizes she's at risk for another heartbreak. Can Grant's skillful form of persuasion change her mind and convince her that his love is all she really needs?",https://www.amazon.com/Delicious-Destiny-Draysons-Sprinkled-Love-ebook/dp/B00BAT1M5M/ref=sr_1_1?dchild=1&keywords=Yahrah+St.+John+Delicious+Destiny&qid=1616024067&sr=8-1,Performance/Audience,1
9943,118,Release Me,Farrah Rochon,https://m.media-amazon.com/images/I/61grg51NzLL.jpg,2011,"Tobias 'Toby' Holmes was destined for NBA stardom. But when an SUV crashed into his car during his rookie year, his dreams of playing pro-basketball, along with his spine, were shattered. After floundering from one job to another, Toby has finally found his niche in the music business. And when the singing sensation he discovered is pegged to star in a new reality TV show, Toby finally sees light at the end of what has been a very dark tunnel.

Sienna Culpepper has loved her childhood best friend forever, though he has never seen anything other than the girl with skinny legs, cornrows, and mad skills on the basketball court. When Toby returns to their hometown of New Orleans to start his career as a record producer/manager, Sienna is resigned to loving him from afar. However, when Sienna and Toby find themselves working together, feelings arise that has them both rethinking their friendship.",https://www.amazon.com/Release-Me-Holmes-Brothers-Book-ebook/dp/B0065QVE0I/ref=sr_1_1?dchild=1&keywords=Farrah+Rochon+Release+me&qid=1615950877&s=digital-text&sr=1-1,Performance/Audience,1
9949,124,Wheels of Steel 4,Pepper Pace,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441723560l/25858572._SY475_.jpg,2015,"Pepper Pace's long awaited fourth book in the Wheels of Steel saga finds Robin and Jason reunited after a betrayal that Robin could not forgive.

Too much drinking, partying and drug use leaves Robin with wavering control. And Jason has vowed that no matter what, he will never again lose the woman he loves.


Their tentative reunion is put to a test when tragedy requires them to travel to Japan where Robin is finally forced to face the one person whose betrayal she cannot forgive.

In book four Pepper Pace brings together the entire Wheels of Steel crew along with new players... as well as new betrayals. On the edge of becoming famous the Wheels of Steel crew have to navigate the Japanese nightlife, partying, drugs, the Yakuza--all with the backdrop of their creative music.",https://www.goodreads.com/book/show/25858572-wheels-of-steel-book-4?from_search=true&from_srp=true&qid=jLJu4LV0RR&rank=1,Performance/Audience,1
9965,140,A Passionate Kiss,Sharon C. Cooper,https://m.media-amazon.com/images/I/41MiAPsW3uL.jpg,2016,"Retired Marine, Mason Bennett, has two goals: adjust to civilian life and keep drama out of it. His focus is on his role as part-owner, along with his siblings, of Atlanta's hottest nightclub. However, his attention shifts when the woman he has loved like a sister reenters his life and thoughts of a passionate kiss they shared hijacks his mind. Their connection is explosive. Feelings he's tried to deny come to the forefront, and he's tempted to do something he thought he would never do--cross that line from friends to lovers.

TV news anchor, London Alexander, is back home in Atlanta and ready to start a new chapter in her life. This time she hopes her future includes Mason, the man she has loved forever. She's ready to step over the forbidden line that he's drawn in their relationship.

Will taking a chance on love lead to a happily-ever-after? Or will risking their friendship leave them both with broken hearts?",https://www.amazon.com/Passionate-Kiss-Bennett-Triplets-ebook/dp/B01KZS74WS/ref=sr_1_1?dchild=1&keywords=Sharon+C.+Cooper+A+Passionate+Kiss&qid=1616021064&sr=8-1,Performance/Audience,1
9970,145,Wheels of Steel 3,Pepper Pace,https://m.media-amazon.com/images/I/41Mah4Pz+RL.jpg,2012,"Robin used to be the dependable friend and good girl, until Jason and his friends abused her trust. Now the once shy girl lives on the opposite end of the spectrum. Sordid nights filled with drug use and alcohol finds Robin now spiraling out of control.

And Jason will stop at nothing to gain her trust and love, and hopefully to save her from herself. In book 3 of this award nominated story, the tale of the Wheels of Steel gang continues with a new epilogue and ending never before seen in print.

This three part interracial love story explores the spirit of love and acceptance between a person with an obvious disability--and someone whose disabilities are not always quite so obvious. This story contains graphic sex, language and drug use and is intended for mature readers only.",https://www.goodreads.com/book/show/13570727-wheels-of-steel-book-3?from_search=true&from_srp=true&qid=WyIMvC5Pih&rank=1,Performance/Audience,1
9995,170,Recipe for Desire,Cheris Hodges,https://m.media-amazon.com/images/I/51qLwDSenqL._SY346_.jpg,2011,"A Party Girl's Work Is Never Done...

At twenty-seven, Marie Charles is still Charlotte's number one party girl. But when she adds a DWI arrest and a totaled Jaguar to her list of tabloid news-making escapades, her daddy is done bailing her out. Sentenced to five hundred hours of community service at My Sister's Keeper, a homeless shelter for women, Marie won't have much time left for partying.

Renowned chef and TV star Devon Harris volunteers at My Sister's Keeper. And he's not happy Marie is joining him. He may be single--and she may be gorgeous--but the last thing he's interested in is a superficial southern belle. But as Marie outgrows the selfish girl she was, Devon is turned on by the woman she's becoming.",https://www.amazon.com/Recipe-Desire-Cheris-Hodges-ebook/dp/B005QFC6ME/ref=sr_1_1?dchild=1&keywords=Cheris+Hodges+Recipe+for+Desire&qid=1615952651&s=digital-text&sr=1-1,Performance/Audience,1
10000,175,Mangoes and Mistletoe: A Foodie Holiday Novella,Adriana Herrera,https://m.media-amazon.com/images/I/41QXe1o8TuL.jpg,2019,"Kiskeya Burgos left the tropical beaches of the Dominican Republic with a lot to prove. As a pastry chef on the come up, when she arrives in Scotland, she has one goal in mind: win the Holiday Baking Challenge. Winning is her opportunity to prove to her family, her former boss, and most importantly herself, she can make it in the culinary world. Kiskeya will stop at nothing to win, that is, if she can keep her eyes on the prize and off her infuriating teammate's perfect lips.

Sully Morales, home cooking hustler, and self-proclaimed baking brujita lands in Scotland on a quest to find her purpose after spending years as her family's caregiver. But now, with her home life back on track, it's time for Sully to get reacquainted with her greatest love, baking. Winning the Holiday Baking Challenge is a no brainer if she can convince her grumpy AF baking partner that they make a great team both in and out of the kitchen before an unexpected betrayal ends their chance to attain culinary competition glory.",https://www.amazon.com/Mangos-Mistletoe-Foodie-Holiday-Novella-ebook/dp/B081135L42/ref=sr_1_1?dchild=1&keywords=adriana+herrera+mangoes+and+mistletoe&qid=1615934091&s=books&sr=1-1,Performance/Audience,1
10015,190,His Loving Caress,Candace Shaw,https://m.media-amazon.com/images/I/517W65Qe20L.jpg,2016,"Hearts in harmony?

Instead of falling apart when her childhood sweetheart chose his music career over marriage, Elle Lauren fled to Paris to study fashion design. Her stunning wedding gowns now give other brides the happily-ever-after she didn't have. Ignoring Braxton Chase's long-distance apologies has been easy. But meeting him once more stirs the deep longings and desires that a decade has not erased.

Braxton walked away from the pressure to marry at a young age, and he's regretted breaking Elle's heart ever since. From the moment he sees her again at his Atlanta jazz club, he knows he wants more than forgiveness--he wants a second chance at the body-and-soul connection that they once had. Can he convince her to trust the sweet, seductive melody of their lost love?",https://www.amazon.com/Loving-Caress-Chasing-Love-Book-ebook/dp/B017RLYK1E/ref=sr_1_1?dchild=1&keywords=Candace+Shaw+His+Loving+Caress&qid=1616024820&sr=8-1,Performance/Audience,1
10019,194,Bittersweet,Christina C. Jones,https://m.media-amazon.com/images/I/41eJXE1g5XL.jpg,2019,"It's looking like Anika might be alone for the holidays... unless the very last person she'd ever want to spend them with can convince her otherwise.
Is it really enemies-to-lovers if the disdain is one-sided?",https://www.amazon.com/Bittersweet-Equilibrium-Book-Christina-Jones-ebook/dp/B082T2RD4K/ref=sr_1_1?dchild=1&keywords=Christina+C.+Jones+Bittersweet&qid=1615953056&s=digital-text&sr=1-1,Performance/Audience,1
10023,198,Love After War,Cheris Hodges,https://m.media-amazon.com/images/I/51GUX8PLK2L._SY346_.jpg,2013,"When club owner Adrian Bryant discovers his biological father is hotel magnate Elliot Crawford, his life unravels. Shunned by Crawford while he and his mother struggled, Adrian hatches a high-profile plan to destroy the Crawford name--and the reputations of his two half-brothers. But to shield the woman he loves from the hell he intends to unleash, Adrian has to let her go.

Photographer Dana Singleton is heartbroken and confused by Adrian's behavior. But just when she's given up on their relationship, she begins to discover the truth--and a dark side of Adrian she never knew existed. As the stakes get higher, she will have to ask herself if she can love a man who is capable of such vengeance--or if he can learn to forgive.",https://www.amazon.com/Love-After-War-Cheris-Hodges-ebook/dp/B00CSX8UT0/ref=sr_1_1?dchild=1&keywords=Cheris+Hodges+Love+After+War&qid=1615952375&s=digital-text&sr=1-1,Performance/Audience,1
