Author,Book,Image,Year,Description,Buy,Book_old,file_number
Kennedy Ryan,The Kingmaker,https://i.imgur.com/WgtINQb.jpg,2019,"Power. Passion. Betrayal. Raised to rule, bred to lead and weaned on a diet of ruthless ambition. Raised to rule, bred to lead and weaned on a diet of ruthless ambition. In a world of haves and have nots, my family has it all, and I want nothing to do with it. My path takes me far from home and paints me as the black sheep. At odds with my father, I'm determined to build my own empire. I have rules, but Lennix Hunter is the exception to every one of them. From the moment we meet, something sparks between us. But my family stole from hers and my father is the man she hates most. I lied to have her, and will do anything to keep her. Though she tries to hate me, too, the inexorable pull between us will not be denied. And neither will I.",https://www.amazon.com/Kingmaker-All-Kings-Duet-Book-ebook/dp/B07ZMLQB9V/ref=sr_1_1?dchild=1&keywords=The+Kingmaker&qid=1615770056&s=books&sr=1-1,The kingmaker,270
Kennedy Ryan,The Rebel King,https://m.media-amazon.com/images/I/91F9hu31JML._AC_UY218_.jpg,2019,"Ambition. Revenge. Love. Raised to resist. Bred to fight. Survival is in my blood and surrender is never an option. Though surrender is what Maxim Cade demanded of my body and heart, I had other plans. We were fast-burning fascination and combustible chemistry, but the man I trusted with everything was a trickster. A thief who stole my love. If what we had was a lie, why did it feel so real? The man I swore to hate will have it all, and wants me at his side. But power is a game, and we're the pawns and players. Facing insurmountable odds, will we win the world, or will we lose it all?",https://www.amazon.com/Rebel-King-Kings-Duet-Book-ebook/dp/B07Z7BRNT7/ref=sr_1_3?dchild=1&keywords=The+Rebel+King+Kennedy+Ryan&qid=1615771361&s=books&sr=1-3,The rebel king,271
Kennedy Ryan,When You Are Mine,https://m.media-amazon.com/images/I/81+GMjNg6xL._AC_UY218_.jpg,2014,"Forever is a heartbeat away...
 
 Kerris Moreton knows how to make things work. Bounced from foster home to foster home as a kid, she adapted; when opportunity arose, she thrived. Now, about to open her own business and accept a marriage proposal, Kerris is ready to build the life she's always wanted. The only thing missing? A passionate connection with her would-be fianc, Cam. Kerris wants to believe that sparks are overrated-until Walsh Bennett lights her up like the Fourth of July.
 
 ...but what about love?
 
 As one of the East Coast's most eligible bachelors, Walsh enjoys financial independence, fulfilling work with his family's nonprofit, and plenty of female attention. But lately he's been distracted by the one woman he can't have. Lovely to look at and even sweeter to know, Kerris is the soul mate Walsh never thought he would find. The problem is, his best friend found her first...",https://www.amazon.com/When-You-Mine-Bennett-Book-ebook/dp/B00GWOFF5I/ref=sr_1_1?dchild=1&keywords=When+You+Are+Mine+Kennedy+Ryan&qid=1615773270&s=books&sr=1-1,When you are mine,272
Kianna Alexander,A love like this,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,A love like this ,92
Kianna Alexander,A San Diego romance,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,A San Diego romance,93
Kianna Alexander,A sultry love song,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,A sultry love song,94
Kianna Alexander,Back to your love,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Back to your love,95
Kianna Alexander,Couldn't ask for more,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Couldn't ask for more,96
Kianna Alexander,Electing to love,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Electing to love,97
Kianna Alexander,Every Beat of My Heart,https://m.media-amazon.com/images/I/81rX2RwmHEL._AC_UY218_.jpg,2016,"The rhythm of love
 
 Lina Smith-Todd is a winning bid away from owning a piece of musical history. The auction heats up when she discovers that her chief competition for a piano owned by Thelonious Monk is the man who once shared her bed. But the priceless baby grand isn't all that the seductive, supremely confident musician intends to possess. Rashad MacRae wants a second chance to be with Lina.
 
 Rashad's passion for music was inspired by the legendary Monk. But if walking away with the prize means losing his shot at a future with Lina, he's ready to concede defeat. To entice her back into his arms, Rashad has to find a way to regain the self-sufficient attorney's trust. And now a family revelation could cost him everything. Can doubt be swept away by the promise of an everlasting love song they both know by heart?",https://www.amazon.com/Every-Beat-Heart-Gentlemen-Queen-ebook/dp/B017RKES6C/ref=sr_1_1?dchild=1&keywords=Every+Beat+of+My+Heart+Kianna+Alexander&qid=1615776884&s=digital-text&sr=1-1,Every beat of my heart,98
Kianna Alexander,Love for All Time,https://m.media-amazon.com/images/I/41qm5pDe8rL._SY346_.jpg,2018,"The TV star he admired from a distance--
 
 just descended on his beach town...
 
 Sapphire Shores is rolling out the red carpet for Sierra Dandridge, aka the Ice Queen. But real estate scion Campbell Monroe finds nothing cold about the worldly beauty. Their sizzling desire culminates in an intimate affair neither wants to end. Until a younger actress's vicious social media campaign threatens Sierra's career, and her life...",https://www.amazon.com/Love-Time-Sapphire-Shores-Book-ebook/dp/B0778VS9JY/ref=sr_1_1?dchild=1&keywords=Love+for+all+time+Kianna+Alexander&qid=1615777983&s=digital-text&sr=1-1,Love for all time,99
Kianna Alexander,Love's Sweet Melody,https://m.media-amazon.com/images/I/81crUUrdvlL._AC_UY218_.jpg,2018,"Autumn, 1946
 
 Warner Hughes returns home from war with the lingering effects of battle. Abandoned by his sweetheart and ostracized by his community, he feels he has no real home.
 
 Elizabeth ""Betty"" Daniels has one love: music. Betty's family wants to see her married, busy with affairs of the home, leaving no time to pursue her art.
 
 Warner's only solace is in the sweet melody of Betty's music. To Betty's mind, marriage means giving up the freedom to pursue her art. Can Warner let love in, and can Betty make room for love?",https://www.amazon.com/Loves-Sweet-Melody-Decades-American-ebook/dp/B07C28LLKD/ref=sr_1_1?dchild=1&keywords=Love%27s+Sweet+Melody+Kianna+Alexander&qid=1615774582&s=books&sr=1-1,Loves sweet melody,100
Kianna Alexander,Loving the Lawman,https://m.media-amazon.com/images/I/81fhXnIiB8L._AC_UY218_.jpg,2014,"Noah Rogers, Ridgeway's sheriff, takes his job very seriously. An intense man by nature, he bears the responsibility of the safety of the townsfolk, with only a single deputy to aid him. He's eschewed romantic entanglements in order to give his full focus to his very important work- that is, until he lay eyes on Miss Ridgeway. He's desired her from afar, biding his time, watching as she cut down a string of ""suitable men,"" one after another. He's aware of her reputation; still, he senses a vulnerable, radiant creature beneath all the sass and ire, one he intends to discover.",https://www.amazon.com/Loving-Lawman-Ridgeway-Historical-Romance-ebook/dp/B00IYZV430/ref=sr_1_1?dchild=1&keywords=Loving+the+Lawman+Kianna+Alexander&qid=1615774837&s=books&sr=1-1,Loving the lawman,101
Kianna Alexander,Tempo of Love,https://m.media-amazon.com/images/I/910pF4xin4L._AC_UY218_.jpg,2017,"The beat of attraction
 
 It's the opportunity of her career, a story that may save Nona Gregory's job at one of North Carolina's most respected papers and put the ambitious reporter on the map. All she has to do is get reserved architect Ken Yamada to open up about what inspires his unique art. But soon Nona finds herself beginning to fall for the part-time musician who plays the drums with a beat so dangerously in sync with her heart.
 
 Fiercely protective of his scandalous past, Ken is surprised that Nona's in-depth profile starts to uncover the real man behind his legend. Nona shares a love of music and a passion so deep that Ken doesn't want to believe that she could betray his trust. The scoop of a lifetime would expose a family secret that might destroy his career while making Nona's. Is she willing to sacrifice their chance for a future in perfect harmony?",https://www.amazon.com/Tempo-Love-Gentlemen-Queen-City-ebook/dp/B01LLPI3VA/ref=sr_1_2?dchild=1&keywords=Tempo+of+Love+Kianna+Alexander&qid=1615776295&s=digital-text&sr=1-2,Tempo of love,102
Kianna Alexander,This Tender Melody,https://m.media-amazon.com/images/I/91oII73ILuL._AC_UY218_.jpg,2015,"Rivals--in perfect harmony...
 
 The only thing standing between Eve Franklin and her dream is over six feet of pure, arrogant alpha male. Eve has spent years preparing to take the reins of her family's software business. Now that her father is stepping down, he's putting someone else in charge--a gorgeous tech magnate who's not content with just taking Eve's place in the boardroom. He plans to woo her into his bedroom, as well!
 
 Software genius, talented musician and independently wealthy at thirty-six--Darius Winstead has always known how to get what he wants. And he wants Eve. But she is a challenge unlike any other. She's sophisticated, smart and not the least bit intimidated by his success. So Darius starts to reveal all aspects of his life and invites Eve to see the man behind the millionaire. Will it be enough to make Eve listen to her heart and trust her former enemy?",https://www.amazon.com/This-Tender-Melody-Gentlemen-Queen-ebook/dp/B00TE3TF7I/ref=sr_1_1?dchild=1&keywords=This+Tender+Melody+Kianna+Alexander&qid=1615776230&s=digital-text&sr=1-1,This tender melody,103
Kiru Taye,A Valentine Challenge,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389261949l/20497684.jpg,2012,"Life is good for ex-soldier turned entrepreneur Michael Ede. Or so he thinks. When his friends set him a challenge to exorcise the memory of a woman from his past, he expects it to be a walk in the park.

Socialite Kasie Bosa is spitting fire at men. Her long-term boyfriend has asked for a break via text message of all things. Fuming, she's told him to go take a dive off the nearest bridge. So the next man who crosses her path is at risk of being shredded with her spa manicured nails.

Bad news for Michael who has chosen her as the object of his challenge. But neither of them can deny the sizzling chemistry between them nor control their responses, it seems. It's the season of love. Will they escape unscathed?",https://www.goodreads.com/book/show/20497684-a-valentine-challenge?from_search=true&from_srp=true&qid=ZtBKIynHyg&rank=1,A valentine challenge,59
Kiru Taye,Bound to Fate,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1453737866l/28695143._SY475_.jpg,2016,"Lara Johnson is coping with the emotional scars of losing both parents in a tragic incident and facing the challenges of starting a new school. Getting involved in a relationship isn't on her priority list. Certainly not this illicit desire for a man, who demands the best from her, yet leaves her breathless in his presence.

All Ike Thomas wants to do is to keep out of trouble and get through the one year internship required for his degree program. But trouble finds him, in the form of an intelligent and brave girl who turns his world upside down. Falling in love is forbidden. So why does it feel so right?

A love like theirs cannot be denied. But catastrophe lies in wait and one night changes their lives forever.

Bound to Fate is a story about surviving tragedy, forgiveness, and the overwhelming love that pulls through against the odds.

Content warning: This book contains scenes that might be triggering for some readers.",https://www.goodreads.com/book/show/28695143-bound-to-fate?from_search=true&from_srp=true&qid=KZkKYqHaCI&rank=1,Bound to fate,60
Kiru Taye,Bound to Passion,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1469384000l/17253767._SY475_.jpg,2013,"When Christy Inemi-Spiff discovers that the man she vowed to love and honor has no such feelings for her, she is determined to cut her losses and move on with her life. A quick, quiet divorce is all she wishes...

However, Joshua has other ideas. He's not ready to walk away yet, especially when he doesn't understand why Christy wants out of their marriage. So he demands she agree to spend a quiet Christmas on a remote African Island with him, hoping they can salvage their relationship. If she still wants a divorce after these two weeks, he will let her go. But not before he's had his fill of her.

But with the sparking tension between them, and the secrets behind the disintegration of their marriage threatening to explode, will either of them get their wish? Or will this season of good will show them what really lies at the bottom of their hearts?",https://www.goodreads.com/book/show/17253767-bound-to-passion?from_search=true&from_srp=true&qid=mh2T9mFgnH&rank=1,Bound to passion,61
